Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
000519957,,Magdeburg,1890,,Von den Vogesen zum Balkan,"BUEHLER, Adolph.","SARWEY, Oscar von.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000519957,British Library HMNTS 10108.g.21.
000520187,,Hamburg,"1844, 48",,"Hamburg und seine Umgebungen, im 19teⁿ Jahhrundert ... Text vom Oberauditeur F. G. Buek. (Nach der Natur gezeichnet von Carl Alex. Lill u. A.)","BUEK, Friedrich Georg.","LILL, Carl Alexander.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000520187,British Library HMNTS 10250.e.5.
000521670,,Zürich,1886,,Der wahre Winkelried. Die Taktik der alten Urschweizer. Ein Beitrag zur 500jährigen Feier der Schlacht ob Sempach,"BUERKLI, Carl.","STRUTTHAN VON WINKELRIED, Arnold.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000521670,British Library HMNTS 9304.bbb.9.
000521745,,Leipzig,1875,,Sebastian Bürster's Beschreibung des Schwedischen Krieges 1630-1647. Nach der Original-Handschrift ... herausgegeben von Dr. Friedrich von Weech,"BUERSTER, Sebastian.","WEECH, Friedrich Otto Aristides von.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000521745,British Library HMNTS 9435.dd.1.
000522117,,Dessau,1892[-96],,"Anhalts Bau- und Kunst-Denkmäler. Mit Illustrationen, etc","BUETTNER PFAENNER ZU THAL, Franz.","STENZEL, Theodor.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000522117,British Library HMNTS 10260.f.3.
000523128,,Amsterdam,1864-77,,Bührmann's Geschiedenis van ons Vaderland van de vroegste tijden tot op heden. Met een voorwoord van W. J. Hofdijk,"BÜHRMANN, Frans Christiaan.","HOFDIJK, Willem Jacobs.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000523128,British Library HMNTS 9405.dd.20.
000526739,,London,1841,John Van Voorst,"A Winter in the Azores, and a summer at the baths of the Furnas. [With illustrations.]","BULLAR, Joseph - and BULLAR (Henry)","BULLAR, Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000526739,British Library HMNTS 791.k.11.
000528018,,London,[1825?],W. Bullock,"An account of the family of Laplanders; which, with their ... residences ... herd of living reindeer; and a panoramic view of the North Cape ... are now exhibiting at the Egyptian Hall, Piccadilly. [By William Bullock.]","BULLOCK, William - F.L.S","HOLM, Jens.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000528018,British Library HMNTS 10281.d.37.|British Library HMNTS 10108.e.8.(2.)
000528213,,London,1896,C. Lockwood & Son,Colliery Working and Management ... With underground photographs and numerous other illustrations,"BULMAN, Harrison Francis - and REDMAYNE (Sir Richard Augustine Studdert) K.C.B","REDMAYNE, Richard Augustine Studdert - Sir, K.C.B",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000528213,British Library HMNTS 07108.h.10.
000528643,[Another edition.] With sixteen illustrations by Chris. Hammond.,London,[1898.],Service & Paton,[The Caxtons.]: Novels. Single Novels,"BULWER, afterwards BULWER LYTTON, Edward George Earle Lytton - Baron Lytton","HAMMOND, Chris - Miss",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000528643,British Library HMNTS 012621.h.45.
000528644,[Another edition.] Illustrated by John H. Bacon. With an introduction by William Keith Leask.,London,[1899.],Gresham Publishing Co.,[The Caxtons.]: Novels. Single Novels,"BULWER, afterwards BULWER LYTTON, Edward George Earle Lytton - Baron Lytton","LEASK, William Keith.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000528644,British Library HMNTS 012622.i.2.
000528728,,Edinburgh & London,1873,W. Blackwood & Sons,"Kenelm Chillingly, his adventures and opinions. By the author of 'The Caxtons,' &c. [i.e. Edward Bulwer Lytton, Baron Lytton] ... Second edition: Novels. Single Novels","BULWER, afterwards BULWER LYTTON, Edward George Earle Lytton - Baron Lytton","CHILLINGLY, Kenelm.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000528728,British Library HMNTS 12630.g.6.
000528742,[Another edition.] With sixteen illustrations by Lancelot Speed.,London,1897,Service & Paton,[The Last Days of Pompeii ... Second copyright edition.]: Novels. Single Novels,"BULWER, afterwards BULWER LYTTON, Edward George Earle Lytton - Baron Lytton","SPEED, Lancelot.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000528742,British Library HMNTS 012621.h.46.
000528804,[Another edition.] With sixteen illustrations by F. Pegram.,London,1897,Service & Paton,[The Last of the Barons.]: Novels. Single Novels,"BULWER, afterwards BULWER LYTTON, Edward George Earle Lytton - Baron Lytton","PEGRAM, Frederick.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000528804,British Library HMNTS 012621.h.32.
000528848,,Edinburgh & London,[1873.],W. Blackwood & Sons,The Parisians ... With illustrations by S. Hall. [With a prefatory note by E. R. B. Lytton.]: Novels. Single Novels,"BULWER, afterwards BULWER LYTTON, Edward George Earle Lytton - Baron Lytton","HALL, Sydney Prior.|Lytton, Edward Robert Bulwer Lytton - Earl of",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000528848,British Library HMNTS 12638.f.1.|British Library HMNTS RB.23.a.15656.
000528861,"[Another edition.] By the author of “Pelham” [i.e. Lord Lytton], etc.",London,[1883.],J. Dicks,[Paul Clifford ... Copyright edition.]: Single Novels,"BULWER, afterwards BULWER LYTTON, Edward George Earle Lytton - Baron Lytton","CLIFFORD, Paul.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000528861,British Library HMNTS 12622.i.10.
000528866,,London,1876,G. Routledge & Sons,"Pausanias the Spartan. An unfinished historical romance. By the late Lord Lytton. Edited by his son [i.e. E. R. B. Lytton, Earl of Lytton]. Second edition: Single Novels","BULWER, afterwards BULWER LYTTON, Edward George Earle Lytton - Baron Lytton","Lytton, Edward Robert Bulwer Lytton - Earl of",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000528866,British Library HMNTS 12638.dd.10.
000528942,,Firenze,1852,,"Paolina Deschappelles, ovvero la Signora di Lione ... Versione libera dall'inglese, del prof. G. Guerini, etc: The Lady of Lyons","BULWER, afterwards BULWER LYTTON, Edward George Earle Lytton - Baron Lytton","GUERINI, Giovanni.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000528942,British Library HMNTS 11781.g.31.
000529537,,"pp. 31. S. Harper & Sons: Barnstaple, 1899",,,A Bundle of Sonnets. Based on the Italian model ... By the author of “Sonnet and Song” [i.e. Charles Archibald Ross],"BUNDLE, Jacob - pseud","ROSS, Charles Archibald.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000529537,British Library HMNTS 011651.l.12.
000529673,,Reval,1853-1914,,"Liv-, esth- und curländisches Urkundenbuch nebst Regesten. Herausgegeben von ... F. G. von Bunge. (Bd. 7-9. Fortgesetzt von Hermann Hildebrand.-Bd. 10, 11. Herausgegeben von Philipp Schwartz.-Bd. 12. Herausgegeben von P. Schwartz und August von Bulmerincq.-Abt. 2. Bd. 1-3. Herausgegeben von Leonid Arbusov.)","BUNGE, Friedrich Georg von.","ARBUSOW, Leonid - the Elder|BULMERINCQ, August Michael von.|HILDEBRAND, Hermann.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000529673,British Library HMNTS 9454.gg.8.
000530371,[Another edition.] [With illustrations on steel by R. Cruikshank.],London,[1855.],Willoughby & Co.,[Jem Bunt ... By “The Old Sailor” [i.e. Matthew H. Barker] ... With twenty-three illustrations on steel by R. Cruikshank.],"BUNT, Jem.","BARKER, Matthew Henry.|Cruikshank, Robert",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000530371,British Library HMNTS 12631.e.2.
000533680,,London,1829,Henry Colburn,"Travels in Arabia, comprehending an account of those territories in Hedjaz which the Mohammedans regard as sacred. [Edited, with a preface, by Sir William Ouseley.]","BURCKHARDT, John Lewis.","OUSELEY, William - Sir",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000533680,British Library HMNTS 10075.i.7.
000534268,,London,1880,R. Bentley & Son,The Niger and the Benueh. Travels in Central Africa ... From the French by Mrs. George Sturge,"BURDO, Adolphe Marie Louis.","STURGE, Jane.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000534268,British Library HMNTS 10097.de.8.
000534555,,Arnhem,[1898],,"Oranje en Nederland. Leven en daden van vorsten en volk, beschreven tot na de troonsbestijging van H. M. Koningin Wilhelmina, door J. Huf van Buren. Bewerkt naar P. J. Andriessen's Oranje-Nassau [or rather, an edition of that work brought up to date], etc","BUREN, J. Huf van - pseud. [i.e. Johan Adriaan Heuff.]","Andriessen, P. J. (Pieter Jacob)",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000534555,British Library HMNTS 9415.d.6.
000534576,,Stockholm,1854,,"Om orsakerna till Konung Carl X Gustafs anfall på Danmark i Augusti 1658. Akademisk afhandling, etc. [pt. 2 by Johan Gustaf af Geijerstam the Elder.] Praes. W. E. Svedelius","BURENSTAM, Carl Johan Reinhold.","GEIJERSTAM, Johan Gustav af - the Elder",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000534576,British Library HMNTS 9435.d.29.
000535035,,Halle,1863,,"Karlsbad's grosse Ueberschwemmung im Jahre 1582. Nach einer gleichzeitigen ... Flugschrift. [A reprint of the 1582 edition, published under the title: “Erbärmliche vnnd erschröckliche Newe zeitung, der vor vnerhörten jämmerlichen Wassersnoth, so sich ... in Keiser Carls Bad ... zugetragen ... beschrieben, durch Clementem Stephani Burgern.” Edited by G. Schwetschke.]","BURGER, Clemens.","SCHWETSCHKE, Carl Gustav.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000535035,British Library HMNTS 10250.e.26.(4.)
000535335,,London,1823,R. Jennings; P. W. Tomkins,[The Birth and Triumph of Love: a poem.],"BURGES, afterwards LAMB, James Bland - Sir, Bart","Tomkins, Peltro William",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000535335,British Library HMNTS 994.k.18.
000536361,[Another edition.],Stamford,[1815?],J. Drakard,"[A Guide to Burghley House, Northamptonshire, the seat of the Marquis of Exeter; containing a catalogue of all the paintings, antiquities, &c. With biographical notices of the artists. [By Thomas Blore. With plates.]]",,"BLORE, Thomas.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000536361,British Library HMNTS 10358.ccc.3.
000537361,"A new edition. [Edited until 1808 by W. King, Bishop of Rochester, and F. Laurence, and afterwards by W. King alone.]",F. & C. Rivington,1803-27,London,"[The Works of the Right Honourable Edmund Burke. [vol. 4-8 edited until 1808 by Walker King, Bishop of Rochester, and French Laurence, and afterwards by W. King alone.]]: Works","Burke, Edmund","KING, Walker - Bishop of Rochester|LAURENCE, French.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000537361,British Library HMNTS 12272.d.8.
000537677,,London,1893,,Burke's Letters on a Regicide Peace. Letters I. and II. With introduction and notes by H. G. Keene: Single Works. Thoughts on the Prospect of a Regicide Peace,"Burke, Edmund","KEENE, Henry George - the Younger",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000537677,British Library HMNTS 012272.aaaa.1/7.
000537705,,London,1873,Whittaker & Co.,Extracts from Burke's Earlier Writings. With notes by the Rev. C. E. Moberly: Selections and Extracts,"Burke, Edmund","MOBERLY, Charles Edward.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000537705,British Library HMNTS 12273.b.3.
000538220,,London,[1886],Field & Tuer,Business and Pleasure in Brazil. By U. R. Burke and R. Staples Jr,"BURKE, Ulick Ralph.","STAPLES, Robert - Jr",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000538220,British Library HMNTS 10481.ee.16.
000539796,,Calcutta,1839,,"An Account of the Burman Empire and the kingdom of Assam, etc: Appendix",,"HAMILTON, Walter - M.R.A.S|Symes, Michael",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000539796,British Library HMNTS 1298.i.9.
000539863,,Stockholm,1865,,"Anteckningar, förda under tiden från år 1785 till år 1816 jemte relation om Savolaksbrigadens operationer under 1808 och 1809 års krig, etc. [Edited by C. J. Burman.]","BURMAN, Johan Jakob.","BURMAN, C. J.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000539863,British Library HMNTS 9435.dd.12.
000540037,,Paris,1876-79,,[Physikalische Beschreibung der Argentinischen Republik.] Description physique de la République Argentine d'après des observations personnelles et étrangères ... Traduite ... par E. Maupas. (tom. 2; tom. 3. pt. 1. Traduite par E. Maupas avec le concours de E. Daireaux.),"Burmeister, Hermann","DAIREAUX, Émile.|MAUPAS, E.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000540037,British Library HMNTS 10480.eee.2.
000540086,,Madras,1827,Male Asylum Press,Narrative of the Captivity of an Officer who fell into the hands of the Burmāhs during the late war. [By Richard Bennett.],,"BENNETT, Richard - Lieutenant",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000540086,British Library HMNTS 10057.bb.37.
000540543,,London,1886,R. Bentley & Son,"Our Radicals. A tale of love and politics ... Edited, with preface, by ... J. Percival Hughes. [With a facsimile.]","BURNABY, Frederick Gustavus.","HUGHES, J. Percival.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000540543,British Library HMNTS 12619.l.16.
000540701,,London,1897,A. & C. Black,"The Z.Z.G., or Zig Zag Guide round and about the bold and beautiful Kentish coast ... Illustrated by Phil May","BURNAND, Francis Cowley - Sir","MAY, Philip William.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000540701,British Library HMNTS 10352.g.28.
000540702,,London,[1875.],"Bradbury, Agnew & Co.",The Doom of St. Querec. A Xmas legend ... Illustrated by C. Green and S. J. Gregory,"BURNAND, Francis Cowley - Sir, and A'BECKETT (Arthur William)","A'BECKETT, Arthur William.|GREEN, Charles - Artist",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000540702,British Library HMNTS 012634.m.56.
000540703,,London,[1877.],"Bradbury, Agnew & Co.",The Shadow Witness ... Illustrated by C. Green,"BURNAND, Francis Cowley - Sir, and A'BECKETT (Arthur William)","A'BECKETT, Arthur William.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000540703,British Library HMNTS 12620.g.3.
000543153,The second edition.,London,1801,"T. Cadell, Jun. & W. Davies","[The Works of Robert Burns; with an account of his life, and a criticism on his writings. To which are prefixed, some observations on the character and condition of the Scottish peasantry. [By James Currie.]]: Works","Burns, Robert","CURRIE, James - M.D",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543153,British Library HMNTS 1465.h.24.
000543155,The fourth edition.,London,1803,T. Cadell & W. Davies,"[The Works of Robert Burns; with an account of his life, and a criticism on his writings. To which are prefixed, some observations on the character and condition of the Scottish peasantry. [By James Currie.]]: Works","Burns, Robert","CURRIE, James - M.D",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543155,British Library HMNTS 012272.ee.2.
000543164,"The eighth edition. To which are now added, some further particulars of the author's life, new notes ... and many other additions, by Gilbert Burns.",London,1820,T. Cadell & W. Davies,"[The Works of Robert Burns, with an account of his life, criticism on his writings, &c. &c. as edited by James Currie, M.D. A new edition.]: Works","Burns, Robert","BURNS, Gilbert.|CURRIE, James - M.D",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543164,British Library HMNTS 1465.h.23.
000543169,,New-York,1835,13. William Pearson,"The Works of Robert Burns; containing his life; by John Lockhart, Esq. The poetry and correspondence of Dr. Currie's edition; biographical sketches of the poet by himself, Gilbert Burns, Professor Stewart, and others; Essay on Scottish Poetry, including the poetry of Burns, by Dr. Currie ... select Scottish songs of the other poets ... with Burns's remarks, etc: Works","Burns, Robert","CURRIE, James - M.D",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543169,British Library HMNTS 11611.ee.22.
000543172,,London,[1840.],George Virtue,"The Poems, Letters, and Land of Robert Burns: illustrated by W. H. Bartlett, T. Allom, and other artists. With a new memoir of the poet, and notices, critical and biographical, of his works, by Allan Cunningham: Works","Burns, Robert","ALLOM, Thomas.|BARTLETT, William Henry.|Cunningham, Allan",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543172,British Library HMNTS 11611.h.13.
000543186,,Glasgow & London,1855,Blackie & Son,"The Works of Robert Burns; with a complete life of the poet [by James Currie], and an essay on his genius and character, by Professor Wilson, etc. [With plates, including portraits.]: Works","Burns, Robert","WILSON, John - Professor of Moral Philosophy in the University of Edinburgh",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543186,British Library HMNTS 11612.n.3.
000543198,,Edinburgh,1877-79,William Paterson,The Works of Robert Burns. [Edited by William Scott Douglas.]: Works,"Burns, Robert","DOUGLAS, William Scott.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543198,British Library HMNTS 12271.i.8.|British Library HMNTS Ashley4721.
000543200,,Glasgow,"[1879, 80.]",William Mackenzie,"The National Burns. Edited by Rev. George Gilfillan, including the airs of all the songs, and an original life of Burns by the editor. [With plates, including portraits.]: Works","Burns, Robert","Gilfillan, George",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543200,British Library HMNTS 11611.h.10.
000543202,,London,"[1886, 87.]",J. S. Virtue & Co.,The Complete Works of Robert Burns ... With a new life and notes critical and biographical by Allan Cunningham. With illustrations on steel: Works,"Burns, Robert","Cunningham, Allan",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543202,British Library HMNTS 12271.h.8.
000543203,,London,"[1888, 89.]",Blackie & Son,"The Works of Robert Burns. With a series of authentic pictorial illustrations, marginal glossary, numerous notes, and appendixes; also the life of Burns, by J. G. Lockhart; and essays on the genius, character, and writings of Burns, by Thomas Carlyle and Professor Wilson. Edited by Charles Annandale: Works","Burns, Robert","Wilson, John",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543203,British Library HMNTS 12273.h.7.
000543204,,Edinburgh,1891,W. & R. Chambers,The Life and Works of Robert Burns. Edited by Robert Chambers: Works,"Burns, Robert","CHAMBERS, Robert - Publisher, the Elder|WALLACE, William - LL.D",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543204,British Library HMNTS 12271.f.9.
000543205,[Another edition.] Revised by William Wallace. [With plates.] L.P.,Edinburgh,"1896, 97",W. & R. Chambers,[The Life and Works of Robert Burns. Edited by Robert Chambers.]: Works,"Burns, Robert","CHAMBERS, Robert - Publisher, the Elder",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543205,British Library HMNTS 12272.i.11.|British Library HMNTS 12272.cc.15.
000543226,,Edinburgh,1811,Trustees of the late James Morison,"Poems by Robert Burns: with an account of his life [by Josiah Walker], and miscellaneous remarks on his writings. Containing also many poems and letters, not printed in Doctor Currie's edition. [With engravings.]: Smaller Collections","Burns, Robert","WALKER, Josiah - A.M",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543226,British Library HMNTS 1465.h.10.
000543273,,Edinburgh,1856,James Nichol,"The Poetical Works of Robert Burns. With memoir, critical dissertation, and explanatory notes, by the Rev. George Gilfillan: Smaller Collections","Burns, Robert","Gilfillan, George",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543273,British Library HMNTS 11603.g.3.|British Library HMNTS 11603.g.4.
000543298,,London,[1871.],"E. Moxon, Son & Co.","The Poetical Works of Robert Burns. Edited, with a critical memoir, by William Michael Rossetti. Illustrated by John Moyr Smith: Smaller Collections","Burns, Robert","ROSSETTI, William Michael.|SMITH, John Moyr.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543298,British Library HMNTS 11611.cc.4.
000543308,,London,[1878.],G. Routledge & Sons,"The Poetical Works of Robert Burns. Edited, with introductory biography and notes, by Charles Kent ... With illustrations: Smaller Collections","Burns, Robert","KENT, William Charles Mark.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543308,British Library HMNTS 11609.d.23.
000543312,,London,[1880.],G. Routledge & Sons,The Poetical Works of Robert Burns. Edited by the Rev. Robert Aris Willmott: Smaller Collections,"Burns, Robert","WILLMOTT, Robert Eldridge Aris.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543312,British Library HMNTS 11609.e.17.
000543314,,London,[1881.],"Ward, Lock & Co.","The Poetical Works of Robert Burns. Edited, with a critical memoir, by William Michael Rossetti. Illustrated by John Moyr Smith: Smaller Collections","Burns, Robert","ROSSETTI, William Michael.|SMITH, John Moyr.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543314,British Library HMNTS 11609.h.15.
000543317,,Glasgow,[1883.],J. S. Marr & Sons,"The Poetical Works of Robert Burns; with memoir, prefatory notes, and a complete marginal glossary. Edited by John & Angus Macpherson. With portrait and illustrations: Smaller Collections","Burns, Robert","MACPHERSON, Angus.|Macpherson, John",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543317,British Library HMNTS 11609.g.25.
000543325,,Kilmarnock,1889,D. Brown & Co.,"Burns Holograph Manuscripts in the Kilmarnock Monument Museum, with notes. Compiled and edited by David Sneddon: Smaller Collections","Burns, Robert","SNEDDON, David.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543325,British Library HMNTS 11645.bbb.62.
000543330,,London,[1891.],Walter Scott,"The Poetical Works of Robert Burns; with memoir, prefatory notes, and a complete marginal glossary. Edited by John and Angus Macpherson: Smaller Collections","Burns, Robert","MACPHERSON, Angus.|Macpherson, John",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543330,British Library HMNTS 11612.df.19.
000543344,,London,1896,Methuen & Co.,"The Poems and Songs of Robert Burns. Edited with introduction, notes and glossary by Andrew Lang, assisted by W. A. Craigie. With a portrait: Smaller Collections","Burns, Robert","CRAIGIE, William Alexander - Sir",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543344,British Library HMNTS 11647.e.55.
000543346,,London,1896,"Bliss, Sands & Foster","The Poetical Works of Robert Burns. Edited by John Fawside, etc: Smaller Collections","Burns, Robert","FAWSIDE, John.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543346,British Library HMNTS 11611.ee.28.
000543353,,Boston,1898,Ginn & Co.,"Selections from the Poems of Robert Burns. Edited with introduction, notes, and vocabulary by John G. Dow: Smaller Collections","Burns, Robert","DOW, John G.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543353,British Library HMNTS 11611.c.35.
000543445,,Glasgow,1892,William Corbett,"Burns in English. Select poems of Robert Burns. Translated from the Scottish dialect by Alexander Corbett, etc: Smaller Collections","Burns, Robert","CORBETT, Alexander.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543445,British Library HMNTS 11612.e.21.|British Library HMNTS 11612.e.23.
000543460,,Braunschweig,1840,,"Lieder und Balladen des Schotten Robert Burns. Uebertragen von Heinrich Julius Heintze. Mit dem Bildniss und einem kurzen Lebensabriss des Dichters, nebst erläuternden Anmerkungen: Smaller Collections","Burns, Robert","HEINTZE, Heinrich Julius.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543460,British Library HMNTS 1465.h.9.
000543609,,London,1829.],,Tam o' Shanter; a tale. To which are added Observations on the statues [by James Thom] of Tam o' Shanter & Souter Johnny. Now exhibiting: Single Poems,"Burns, Robert","THOM, James - Sculptor",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543609,British Library HMNTS 11643.bbb.12.(12.)
000543675,,Privately printed,1896.],,"Robert Burns, 1759-1796: Appendix. Miscellaneous","Burns, Robert","H., A.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543675,British Library HMNTS 11602.ff.27.(10.)
000543827,,Skipton,1899,“Craven Herald”,"The Churchwardens' Accounts of the Parish of Burnsall-in-Craven, 1704 1769. Edited by W. J. Stavert",,"STAVERT, William James.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543827,British Library HMNTS 010360.ee.16.
000543926,,Paris,1856,,"La Bretagne catholique. Description historique et pittoresque; précédée d'une excursion dans le boccage vendéen, vies de saints ... anecdotes et paysages ... Illustrations par M. Devaux, etc","BURON, Léon Louis.","DEVAUX, A. - Artist",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000543926,British Library HMNTS 10172.d.10.
000544509,,London,1893,R. Bentley & Son,"Indian Memories. By W. S. Burrell and E. E. Cuthell [or rather, by E. E. Cuthell]","BURRELL, W. S. - and CUTHELL (Edith E.)","CUTHELL, Edith E.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000544509,British Library HMNTS 010057.e.23.|British Library OC ORW.1986.a.2103
000546922,,London,1800,C. Whittingham,"The Parish Priest: a poem. (A translation, with several alterations, of a Latin poem, entitled Sacerdos parœcialis rusticus.) [Translated by Dawson Warren. In verse.]","BURTON, John - D.D","WARREN, Dawson - Rev., M.A",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000546922,British Library HMNTS 642.k.24.(1.)|British Library HMNTS 77.g.28.
000547384,"A new edition, with additional wood-cut portraits, and a copious index. [Edited by James Caulfield.]",Westminster,1810,Machell Stace,[Historical Remarques and Observations of the Ancient and Present State of London and Westminster ... Illustrated with pictures ... ingraven on copper plates ... The fourth edition.],"BURTON, Richard - pseud. [i.e. Nathaniel Crouch.]","CAULFIELD, James - Bookseller|CROUCH, Nathaniel.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000547384,British Library HMNTS 10349.cc.14.|British Library HMNTS 190.b.3.|British Library HMNTS G.5225.(2.)
000547447,,London,1898,Hutchinson & Co.,"The Jew, the Gypsy, and El Islam ... Edited with a preface and brief notes by W. H. Wilkins: Single Works","Burton, Richard Francis - Sir","WILKINS, William Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000547447,British Library HMNTS 10007.l.8.
000547450,[Another edition.] [Edited with a preface by Isabel Lady Burton.],London,1894,", 42. Nichols & Co.","[The Kasîdah (couplets) of Hājî Aboû El-Yezdî: a lay of the Higher Law. Translated and annotated by ... F. B. [i.e. Frank Baker, pseudonym of Sir R. F. Burton; or rather, written by Sir R. F. Burton.]]: Single Works","Burton, Richard Francis - Sir","BURTON, Isabel - Lady",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000547450,British Library HMNTS 11651.l.36.
000547459,,Paris,1862,,"Voyage aux grands lacs de l'Afrique Orientale ... Ouvrage traduit ... par Mme H. Loreau, et illustré de 37 vignettes: Single Works","Burton, Richard Francis - Sir","LOREAU, Henriette.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000547459,British Library HMNTS 010096.i.25.
000547475,Third edition. revised.,London,1879,W. Mullan & Son,"[Personal Narrative of a Pilgrimage to El-Medinah and Meccah. [The editor's preface signed: T. L. W., i.e. Thomas L. Wolley. With illustrations and maps.]]: Single Works","Burton, Richard Francis - Sir","WOLLEY, Thomas Lamplugh.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000547475,British Library HMNTS 10077.de.34.
